TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Departure_CO2e,Return_CO2e,Hotel_CO2e,Spend_CO2e,TotalCO2e,HighCarbon
68779,US,New York,MX,Mexico City,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,6000,M1435-M5288,Sales,3,3600,903.1104264,904.4079408,24.5,3427.694192,1832.018367,0
68780,US,New York,MX,Mexico City,16,BMW 3 plugin hybrid,Conference/Exhibition,No,9000,M1435-M5297,Sales,1,1800,1176.111115,1177.800854,79.2,829.5911585,2433.111969,0
68781,ES,Madrid,PT,Lisbon,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1435-M5298,Value Engineering,2,2700,136.937892,137.4037392,51.4,4957.641457,325.7416312,0
68782,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,9000,M1435-M5298,Finance,3,3150,186.2970909,186.4324749,20.1,0,392.8295658,0
68784,DE,Berlin,ES,Madrid,4,Train,Customer Visit,Yes,6000,M1435-M5301,Customer Support,2,3000,64.72207243,36.1163916,70,774.1104859,170.838464,0
68785,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Customer Visit,No,6000,M1435-M5303,Executive Management,3,3000,259.9374108,259.85692,112,81.94817992,631.7943308,0
68786,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Internal Business Trip,No,10000,M1435-M5304,Sales,5,3000,186.2970909,186.4324749,26.8,0,399.5295658,0
68787,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,8000,M1435-M5306,Value Engineering,1,900,2626.029215,2626.029215,44.4,511.7691036,5296.45843,1
68788,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,M1435-M5308,Legal,3,2400,931.1466752,931.1466752,32.2,2955.792984,1894.49335,0
68789,AU,Sydney,AU,Perth,13,BMW 3 diesel,Customer Visit,No,7000,M1435-M5313,Sales,4,900,1111.772751,1111.090996,205.6,192.7563261,2428.463747,0
68792,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,8000,M1435-M5322,Sales,3,300,506.5519368,522.4394448,72.6,3590.363231,1101.591382,0
68793,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,Yes,10000,M1435-M5328,Sales,4,450,2585.157414,2585.157414,80.5,46.78343568,5250.814828,1
68794,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,M1435-M5331,Marketing,5,3600,891.4661434,891.4661434,35,464.4662916,1817.932287,0
68796,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,Yes,7000,M1435-M5337,Executive Management,4,1500,2585.157414,2585.157414,105,696.6994373,5275.314828,1
68798,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Conference/Exhibition,No,6000,M1435-M5356,Marketing,1,2700,634.6789637,628.5747417,71.5,2645.702851,1334.753705,0
68801,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,8000,M1435-M5363,Legal,1,3450,2585.157414,2585.157414,10.4,3600.071517,5180.714828,1
68802,US,New York,CA,Toronto,12,Business Class Flight,Partner Visit,No,9000,M1435-M5363,Sales,1,3450,124.2912857,124.2912857,38,3107.063233,286.5825714,0
68803,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,M1435-M5365,Customer Support,5,3600,820.8745452,820.8745452,39.6,1576.223201,1681.34909,0
68804,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,Yes,8000,M1435-M5372,Customer Support,1,3000,2585.157414,2585.157414,98,3247.289235,5268.314828,1
68807,BR,Ṣo Paulo,AR,Buenos Aires,16,BMW 3 plugin hybrid,Customer Visit,No,8000,M1435-M5382,Sales,6,3600,634.6789637,628.5747417,26.8,3343.16026,1290.053705,0
68809,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,7000,M1435-M5388,Office Management,2,2400,213.7416528,213.7416528,28.6,329.0087365,456.0833056,0
68810,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Customer Visit,No,7000,M1435-M5389,Sales,2,3000,853.7063808,853.182876,112,39.47942085,1818.889257,0
68811,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,M1435-M5390,Customer Support,5,3450,931.1466752,931.1466752,70,619.2883887,1932.29335,0
68812,CN,Beijing,IN,New Delhi,12,Business Class Flight,Conference/Exhibition,No,10000,M1435-M5393,Sales,3,3300,1565.121857,1565.121857,39.6,1244.386738,3169.843714,0
68813,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,Yes,8000,M1435-M5395,Sales,6,2400,3055.657648,3055.657648,140,619.2883887,6251.315296,1
68814,AU,Sydney,CN,Beijing,14,Volkswagen Golf diesel,Customer Visit,No,6000,M1435-M5396,Sales,2,3600,2540.903279,2540.903279,73.5,2886.47932,5155.306558,1
68815,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,8000,M1435-M5400,Executive Management,4,3750,251.2322036,251.2322036,52.8,1410.304969,555.2644072,0
68817,DE,Berlin,IT,Rome,14,Volkswagen Golf diesel,Customer Visit,No,9000,M1435-M5405,Ecosystem,1,3750,327.5281464,327.6989352,33.5,2616.386291,688.7270816,0
68819,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,10000,M1435-M5414,Operations,3,1800,124.2912857,124.2912857,44.4,1197.393272,292.9825714,0
68821,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,M1435-M5415,Sales,3,3300,1708.458757,1708.458757,32.2,591.1585968,3449.117514,0
68822,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,8000,M1435-M5418,Operations,1,2850,6776.567059,6776.567059,22.2,838.438294,13575.33412,1
68823,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,No,8000,M1435-M5420,Marketing,2,2400,6776.567059,6776.567059,22.2,2291.874931,13575.33412,1
68824,AU,Sydney,AU,Melbourne,17,Fiat 500 electric,Conference/Exhibition,No,6000,M1435-M5428,Value Engineering,3,3600,158.8149522,158.4530633,235.6,1482.638302,552.8680155,0
68825,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,10000,M1435-M5429,Legal,3,750,1053.713528,1053.713528,102.8,3966.113166,2210.227056,0
68826,US,New York,CA,Toronto,15,Volkswagen Golf petrol,Partner Visit,Yes,7000,M1435-M5434,Value Engineering,2,2850,172.1372016,173.364828,35,2162.115328,380.5020296,0
68827,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1435-M5434,Value Engineering,2,2550,974.2275235,975.6211815,115.8,1217.29365,2065.648705,0
68828,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Customer Visit,No,6000,M1435-M5434,Executive Management,1,1200,634.7210579,628.5747417,14.3,205.6304603,1277.5958,0
68829,AU,Sydney,AU,Perth,13,BMW 3 diesel,Customer Visit,No,7000,M1435-M5436,Legal,3,2700,1111.772751,1111.090996,57.9,8898.129471,2280.763747,0
68830,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,10000,M1435-M5437,Engineering,3,1500,1123.944467,1123.944467,26.4,1908.059665,2274.288934,0
68831,AU,Sydney,CN,Beijing,4,Train,Conference/Exhibition,No,10000,M1435-M5437,Sales,3,2250,532.2308159,476.647679,147,3247.289235,1155.878495,0
68832,US,New York,CA,Toronto,4,Train,Customer Visit,Yes,7000,M1435-M5444,Sales,3,2400,66.46051679,66.39576842,48.3,2837.561265,181.1562852,0
68834,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Internal Business Trip,Yes,8000,M1435-M5451,Sales,4,1500,2700.226755,2700.226755,56,93.65506277,5456.45351,1
68835,DE,Berlin,NL,Amsterdam,17,Fiat 500 electric,Customer Visit,No,6000,M1435-M5452,Sales,2,3000,118.9361711,119.0226031,38.6,40.195697,276.5587742,0
68836,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,No,7000,M1435-M5460,Executive Management,3,450,6776.567059,6776.567059,80.5,2955.792984,13633.63412,1
68837,AU,Sydney,NZ,Auckland,12,Business Class Flight,Conference/Exhibition,Yes,8000,M1435-M5461,Sales,3,3150,480.0958256,480.0958256,32.2,945.8537549,992.3916512,0
68838,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Customer Visit,No,8000,M1435-M5462,Ecosystem,2,2700,903.1104264,904.4079408,154.2,5205.52353,1961.718367,0
68839,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,M1435-M5465,Finance,1,1200,506.5519368,522.4394448,39.6,663.6729268,1068.591382,0
68840,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,9000,M1435-M5467,Sales,2,450,64.72207243,36.1163916,13.2,1659.182317,114.038464,0
68841,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,M1435-M5467,Value Engineering,1,1200,891.4661434,891.4661434,52,495.6720349,1834.932287,0
68842,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,9000,M1435-M5468,Customer Support,1,3450,2700.226755,2700.226755,168,85.85047421,5568.45351,1
68843,DE,Berlin,IT,Rome,12,Business Class Flight,Customer Visit,Yes,9000,M1435-M5469,Marketing,5,1800,261.8771706,261.8771706,117.8,1412.036478,641.5543412,0
68844,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,7000,M1435-M5469,Executive Management,4,1800,124.2912857,124.2912857,41.6,1268.791937,290.1825714,0
68845,AU,Sydney,US,Los Angeles,10,Economy Flight,Partner Visit,No,6000,M1435-M5470,Customer Support,3,450,1708.458757,1708.458757,66,359.6561302,3482.917514,1
68846,CN,Beijing,AU,Sydney,10,Economy Flight,Customer Visit,No,7000,M1435-M5471,Ecosystem,3,1200,1269.822033,1269.822033,224,101.4596513,2763.644066,0
68847,CN,Beijing,AU,Sydney,17,Fiat 500 electric,Customer Visit,Yes,8000,M1435-M5484,Marketing,3,2850,2112.533047,2112.533047,39.6,663.6729268,4264.666094,1
68848,AU,Sydney,CN,Beijing,12,Business Class Flight,Customer Visit,No,10000,M1435-M5485,Marketing,3,1200,3682.349429,3682.349429,66,497.7546951,7430.698858,1
68849,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,6000,M1435-M5490,Sales,5,2700,2700.226755,2700.226755,210,348.3497187,5610.45351,1
68850,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,7000,M1435-M5491,Sales,3,1800,931.1466752,931.1466752,48.3,709.3903162,1910.59335,0
68851,AU,Sydney,CN,Beijing,10,Economy Flight,Internal Business Trip,No,10000,M1435-M5492,Sales,2,3300,1269.822033,1269.822033,21,3154.25559,2560.644066,0
68852,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,M1435-M5494,Value Engineering,3,3600,2336.832592,2336.832592,26.4,248.8773476,4700.065184,1
68853,CN,Beijing,RU,Moscow,13,BMW 3 diesel,Customer Visit,No,7000,M1435-M5502,Ecosystem,3,1050,2047.53958,2047.53958,154.2,5205.52353,4249.27916,1
68855,US,New York,CA,Toronto,4,Train,Conference/Exhibition,Yes,7000,M1435-M5506,Executive Management,2,3600,66.46051679,66.39576842,96.5,60.2935455,229.3562852,0
68857,CN,Beijing,IN,New Delhi,4,Train,Customer Visit,No,8000,M1435-M5512,Operations,1,450,236.6405508,324.046749,234,1931.144195,794.6872998,0
68858,US,New York,CA,Toronto,13,BMW 3 diesel,Customer Visit,No,9000,M1435-M5517,Value Engineering,5,1200,224.1724491,225.7711739,56,51.94660638,505.943623,0
68860,CN,Beijing,AU,Sydney,13,BMW 3 diesel,Conference/Exhibition,Yes,10000,M1435-M5517,Marketing,3,300,3308.991349,3308.991349,168,39.47942085,6785.982698,1
68861,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,Yes,6000,M1435-M5517,Sales,1,3600,974.2275235,975.6211815,20.8,1015.03355,1970.648705,0
68863,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Conference/Exhibition,No,8000,M1435-M5525,Marketing,1,1500,903.1104264,904.4079408,64.4,2128.170949,1871.918367,0
68864,CN,Beijing,IN,New Delhi,14,Volkswagen Golf diesel,Conference/Exhibition,No,9000,M1435-M5526,Marketing,3,3150,1261.4784,1261.4784,96.6,2837.561265,2619.5568,0
68865,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,8000,M1435-M5527,Sales,2,2700,64.72207243,36.1163916,154.2,4461.877312,255.038464,0
68866,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,10000,M1435-M5529,Sales,3,3300,251.2322036,251.2322036,13.4,2180.321909,515.8644072,0
68867,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,7000,M1435-M5530,Value Engineering,4,1800,66.46051679,66.39576842,32.2,1182.317194,165.0562852,0
68868,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,8000,M1435-M5530,Customer Support,3,3600,2585.157414,2585.157414,205.6,1487.292437,5375.914828,1
68869,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,M1435-M5530,Marketing,3,3000,1053.713528,1053.713528,32.2,2837.561265,2139.627056,0
68870,DE,Berlin,IT,Rome,16,BMW 3 plugin hybrid,Partner Visit,No,7000,M1435-M5533,Sales,2,3600,426.5364258,426.7588423,64.4,591.1585968,917.6952681,0
68871,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Conference/Exhibition,Yes,10000,M1435-M5533,Marketing,4,3450,376.8228857,376.8228857,140,657.993913,893.6457714,0
68872,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1435-M5536,Services,3,1200,395.3182022,395.1910665,26.4,1493.264085,816.9092687,0
68874,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,6000,M1435-M5538,Sales,1,2550,903.1104264,904.4079408,96.5,462.2505155,1904.018367,0
68875,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,M1435-M5543,Sales,6,300,1708.458757,1708.458757,29.6,3208.624903,3446.517514,0
68877,DE,Berlin,IT,Rome,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1435-M5544,Sales,1,1200,426.5364258,426.7588423,70,696.6994373,923.2952681,0
68878,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,9000,M1435-M5545,Value Engineering,2,3150,891.4661434,891.4661434,176.7,736.1396287,1959.632287,0
68879,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Internal Business Trip,No,9000,M1435-M5546,Office Management,3,2550,748.0883592,749.1585192,102.8,5949.169749,1600.046878,0
68880,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1435-M5547,Office Management,3,2250,1708.458757,1708.458757,49,3968.909064,3465.917514,0
68881,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Conference/Exhibition,No,6000,M1435-M5550,Sales,2,2550,259.9374108,259.85692,48.3,1891.70751,568.0943308,0
68882,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,M1435-M5550,Services,3,2700,1053.713528,1053.713528,28.6,61.68913809,2136.027056,0
68884,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,M1435-M5551,Marketing,5,2850,251.2322036,251.2322036,53.5,1740.461613,555.9644072,0
68885,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,M1435-M5553,Sales,5,2400,2336.832592,2336.832592,13.2,1659.182317,4686.865184,1
68886,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,8000,M1435-M5555,Value Engineering,2,2850,6776.567059,6776.567059,235.6,423.6109435,13788.73412,1
68887,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,7000,M1436-M5028,Marketing,3,2550,251.2322036,251.2322036,57.9,241.174182,560.3644072,0
68888,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,6000,M1436-M5031,Marketing,3,3300,251.2322036,251.2322036,20.8,0,523.2644072,0
68889,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,6000,M1436-M5040,Sales,3,3000,1123.944467,1123.944467,21,180.3556265,2268.888934,0
68890,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1436-M5040,Marketing,3,3000,2336.832592,2336.832592,51.4,2478.820729,4725.065184,1
68891,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Enablement,No,7000,M1436-M5045,Executive Management,3,2250,143.0535288,143.1574872,16.1,155.9447856,302.311016,0
68894,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,9000,M1436-M5059,Sales,6,2250,974.2275235,975.6211815,39.6,829.5911585,1989.448705,0
68895,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,8000,M1436-M5069,Sales,4,1800,931.1466752,931.1466752,64.4,2482.866107,1926.69335,0
68896,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,No,8000,M1436-M5073,Office Management,3,3600,743.2958481,743.2958481,35,217.031873,1521.591696,0
68898,AU,Sydney,NZ,Auckland,10,Economy Flight,Conference/Exhibition,No,8000,M1436-M5076,Sales,3,450,320.0854747,320.0854747,22.2,1375.124959,662.3709494,0
68899,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,7000,M1436-M5087,Sales,2,2700,891.4661434,891.4661434,102.8,1542.050609,1885.732287,0
68900,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,Yes,10000,M1436-M5087,Marketing,3,1350,6776.567059,6776.567059,48.3,1418.780632,13601.43412,1
68901,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,9000,M1436-M5095,Sales,3,3150,820.8745452,820.8745452,14.8,2444.666593,1656.54909,0
68902,DE,Berlin,FR,Paris,4,Train,Customer Visit,No,10000,M1436-M5096,Sales,2,3750,31.2057451,12.01119944,13.2,1908.059665,56.41694454,0
68903,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,10000,M1436-M5099,Sales,4,1800,1053.713528,1053.713528,21,240.4741687,2128.427056,0
68904,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Internal Business Trip,Yes,8000,M1436-M5107,Sales,5,1500,634.6789637,628.5747417,56,58.53441423,1319.253705,0
68905,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,No,6000,M1436-M5107,Sales,2,750,2585.157414,2585.157414,32.2,1064.085474,5202.514828,1
68907,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,M1436-M5116,Sales,3,3000,251.2322036,251.2322036,72.6,1803.538226,575.0644072,0
68908,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,M1436-M5128,Customer Support,3,1200,1708.458757,1708.458757,72.6,2617.69095,3489.517514,1
68911,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,9000,M1436-M5133,Marketing,2,1800,186.2970909,186.4324749,26.8,2761.741085,399.5295658,0
68914,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Internal Business Trip,No,7000,M1436-M5164,Ecosystem,1,2400,748.0883592,749.1585192,154.2,4957.641457,1651.446878,0
68916,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,10000,M1436-M5168,Executive Management,2,1800,2336.832592,2336.832592,102.8,2230.938656,4776.465184,1
68918,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,M1436-M5184,Executive Management,4,3150,891.4661434,891.4661434,122.5,3066.884277,1905.432287,0
68919,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,M1436-M5186,Sales,4,2700,931.1466752,931.1466752,39.6,414.7955793,1901.89335,0
68920,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,M1436-M5191,Customer Support,2,3600,1708.458757,1708.458757,44.4,125.7657441,3461.317514,0
68921,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,9000,M1436-M5192,Executive Management,5,2100,891.4661434,891.4661434,70,812.8160102,1852.932287,0
68922,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Internal Business Trip,No,8000,M1436-M5199,Engineering,2,3600,1123.944467,1123.944467,44.4,1375.124959,2292.288934,0
68923,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,M1436-M5201,Sales,1,1350,891.4661434,891.4661434,26.4,1991.01878,1809.332287,0
68924,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,10000,M1436-M5240,Sales,3,1350,820.8745452,820.8745452,16.1,964.4534764,1657.84909,0
68925,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,10000,M1436-M5248,Ecosystem,1,450,1053.713528,1053.713528,19.3,422.0548185,2126.727056,0
68926,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,8000,M1436-M5249,Operations,2,1350,1708.458757,1708.458757,32.2,709.3903162,3449.117514,0
68927,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,M1436-M5256,Ecosystem,2,2250,506.5519368,522.4394448,154.2,2478.820729,1183.191382,0
68928,CN,Beijing,IN,New Delhi,15,Volkswagen Golf petrol,Internal Business Trip,No,9000,M1436-M5258,Marketing,4,1500,1261.4784,1261.4784,257,4213.995239,2779.9568,0
68929,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,M1436-M5276,Value Engineering,2,2850,931.1466752,931.1466752,79.2,995.5093902,1941.49335,0
68930,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,Yes,8000,M1436-M5281,Marketing,1,2400,931.1466752,931.1466752,14.8,2597.458255,1877.09335,0
68931,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,7000,M1436-M5287,Sales,1,300,974.2275235,975.6211815,51.4,128.5042174,2001.248705,0
68932,US,New York,MX,Mexico City,4,Train,Customer Visit,No,9000,M1436-M5305,Sales,2,1500,310.6059474,311.0522004,98,1443.23966,719.6581478,0
68934,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,M1436-M5310,Marketing,3,300,251.2322036,251.2322036,32.2,2364.634387,534.6644072,0
68936,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Internal Business Trip,No,7000,M1436-M5319,Executive Management,4,3150,303.556344,303.4587192,32.2,709.3903162,639.2150632,0
68937,AU,Sydney,CN,Beijing,10,Economy Flight,Customer Visit,No,10000,M1436-M5321,Sales,3,1200,1269.822033,1269.822033,80.5,1418.780632,2620.144066,0
68938,US,New York,MX,Mexico City,13,BMW 3 diesel,Customer Visit,No,6000,M1436-M5331,Marketing,6,3150,1176.111115,1177.800854,176.7,736.1396287,2530.611969,0
68939,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,Yes,6000,M1436-M5336,Value Engineering,6,900,743.2958481,743.2958481,29.6,414.2892743,1516.191696,0
