TripID,EmployeeNumber,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
72108,M1458-M5045,TR072108,EXP072108,,Policy exception approved,517.12,,,,,,,,,Airport congestion,,4,V1
72109,M1458-M5046,TR072109,EXP072109,,Policy exception approved,143.33,,,,,,,,,,,1,V1
72110,M1458-M5048,TR072110,EXP072110,,Standard travel reimbursement,305.35,,,,,,,,,Security screening,,0,V1
72111,M1458-M5048,TR072111,EXP072111,,Partial reimbursement,534.18,,,,,,,,,,,4,V14
72112,M1458-M5054,TR072112,EXP072112,Out of policy,Partial reimbursement,591.54,,,,,,,,,,,3,V1
72113,M1458-M5055,TR072113,EXP072113,,Standard travel reimbursement,291.61,,,,,,,,,Airport congestion,,4,V1
72116,M1458-M5059,TR072116,EXP072116,,Policy exception approved,295.11,,,,,,,,,,,4,V1
72117,M1458-M5059,TR072117,EXP072117,,Policy exception approved,364.5,,,,,,,,,,,4,V2
72118,M1458-M5059,TR072118,EXP072118,,Standard travel reimbursement,153.55,,,,,,,,,,,4,V1
72119,M1458-M5062,TR072119,EXP072119,,Partial reimbursement,157.37,,,,,,,,,,,3,V1
72120,M1458-M5062,TR072120,EXP072120,Non-compliant expense,Standard travel reimbursement,141.56,,,,,,,,,,,4,V31
72121,M1458-M5064,TR072121,EXP072121,,Policy exception approved,214.08,,Rebooked flight,Better schedule,Alternative hotel selected,Rate change,,,,,,4,V5
72124,M1458-M5067,TR072124,EXP072124,,Standard travel reimbursement,159.16,,,,New hotel chosen,Rate change,,,,Weather delay,,2,V1
72125,M1458-M5069,TR072125,EXP072125,Missing receipt,Policy exception approved,503,,,,,,,,,,,2,V1
72126,M1458-M5070,TR072126,EXP072126,,Standard travel reimbursement,539.27,,Rebooked rental,Route change,,,Updated BMW 3 diesel,236.44,Time constraints,,,4,V15
72127,M1458-M5071,TR072127,EXP072127,,Standard travel reimbursement,490.18,,,,,,,,,,,4,V1
72129,M1458-M5077,TR072129,EXP072129,Out of policy,,221.38,,,,,,Updated BMW 3 diesel,181.9,Client preference,,,1,V34
72130,M1458-M5078,TR072130,EXP072130,Personal expense,Standard travel reimbursement,347.49,,,,,,,,,,,2,V1
72131,M1458-M5079,TR072131,EXP072131,,Policy exception approved,382.51,,,,,,,,,,,2,V1
72133,M1458-M5087,TR072133,EXP072133,,Policy exception approved,472.29,,,,,,,,,,,0,V1
72134,M1458-M5088,TR072134,EXP072134,Out of policy,Partial reimbursement,395.55,,,,,,,,,,,3,V1
72139,M1458-M5098,TR072139,EXP072139,,Partial reimbursement,171.34,,,,,,,,,,,1,V1
72140,M1458-M5099,TR072140,EXP072140,,Partial reimbursement,147.27,,,,,,,,,,,0,V1
72141,M1458-M5103,TR072141,EXP072141,,Policy exception approved,447.41,,,,New hotel chosen,Rate change,,,,,,1,V1
72142,M1458-M5103,TR072142,EXP072142,,Standard travel reimbursement,222.19,,Rebooked rental,Schedule conflict,,,,,,,,0,V23
72143,M1458-M5106,TR072143,EXP072143,,Standard travel reimbursement,209.01,,,,,,Updated Economy Flight,84.21,Safety concern,,4,1,V18
72144,M1458-M5107,TR072144,EXP072144,,Policy exception approved,240.57,,,,,,,,,,,1,V1
72145,M1458-M5107,TR072145,EXP072145,,Standard travel reimbursement,330.02,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
72146,M1458-M5115,TR072146,EXP072146,,Policy exception approved,512.45,Personal emergency,,,,,,,,,,1,V12
72147,M1458-M5117,TR072147,EXP072147,,Partial reimbursement,438.72,,,,,,,,,,,0,V1
72148,M1458-M5118,TR072148,EXP072148,,Policy exception approved,434.93,,,,,,,,,,,4,V20
72149,M1458-M5119,TR072149,EXP072149,,Policy exception approved,303.42,,,,,,Updated Economy Flight,19.97,Time constraints,,,3,V1
72150,M1458-M5120,TR072150,EXP072150,,Policy exception approved,320.55,,,,,,,,,,,1,V1
72153,M1458-M5124,TR072153,EXP072153,,Standard travel reimbursement,275.66,,,,,,,,,Airport congestion,,4,V26
72154,M1458-M5125,TR072154,EXP072154,,Policy exception approved,341,,,,,,,,,,,3,V25
72155,M1458-M5126,TR072155,EXP072155,,Standard travel reimbursement,289.1,,Rebooked rental,Better schedule,,,,,,Rental desk queue,,4,V29
72156,M1458-M5128,TR072156,EXP072156,,Partial reimbursement,133.81,,,,,,,,,,,2,V1
72157,M1458-M5128,TR072157,EXP072157,,Partial reimbursement,185.09,,,,,,,,,,,2,V13
72158,M1458-M5130,TR072158,EXP072158,,Standard travel reimbursement,233.18,,,,,,,,,,,4,V1
72159,M1458-M5132,TR072159,EXP072159,,Standard travel reimbursement,285.43,,,,,,,,,,,1,V21
72160,M1458-M5133,TR072160,EXP072160,,Policy exception approved,428.88,,,,,,,,,,,1,V20
72162,M1458-M5135,TR072162,EXP072162,,Policy exception approved,440.57,,,,,,,,,,,3,V1
72163,M1458-M5136,TR072163,EXP072163,,Partial reimbursement,249.46,,,,,,,,,,,1,V1
72164,M1458-M5137,TR072164,EXP072164,,Partial reimbursement,533.96,,,,,,,,,,,4,V13
72165,M1458-M5137,TR072165,EXP072165,,Policy exception approved,450.22,,,,,,,,,,,1,V1
72166,M1458-M5140,TR072166,EXP072166,,Policy exception approved,281.26,,Rebooked train,Route change,,,,,,,,1,V23
72168,M1458-M5141,TR072168,EXP072168,,Partial reimbursement,135.95,,,,,,,,,,,1,V1
72169,M1458-M5141,TR072169,EXP072169,Out of policy,Standard travel reimbursement,454.27,,,,New hotel chosen,Rate change,,,,,3,1,V19
72171,M1458-M5145,TR072171,EXP072171,Out of policy,Standard travel reimbursement,380.34,,,,,,,,,,2,3,V17
72176,M1458-M5148,TR072176,EXP072176,,Partial reimbursement,238.03,,,,,,,,,,,1,V22
72177,M1458-M5148,TR072177,EXP072177,,Standard travel reimbursement,438.57,,,,,,,,,Weather delay,,2,V11
72178,M1458-M5148,TR072178,EXP072178,,Partial reimbursement,176.23,Vehicle issue,,,,,,,,,,1,V12
72179,M1458-M5149,TR072179,EXP072179,,Standard travel reimbursement,250.91,,,,,,,,,,,1,V1
72181,M1458-M5152,TR072181,EXP072181,,Partial reimbursement,365.03,,,,,,,,,,,3,V20
72182,M1458-M5154,TR072182,EXP072182,Out of policy,Policy exception approved,287.92,,,,New hotel chosen,Location preference,,,,,,4,V14
72183,M1458-M5157,TR072183,EXP072183,Late submission,Policy exception approved,359.49,,,,,,,,,Weather delay,,4,V28
72186,M1458-M5159,TR072186,EXP072186,,Partial reimbursement,449.5,,,,New hotel chosen,Rate change,,,,Airport congestion,,1,V11
72187,M1458-M5159,TR072187,EXP072187,,Standard travel reimbursement,428.01,,Rebooked rental,Better schedule,,,,,,,,2,V30
72188,M1458-M5160,TR072188,EXP072188,,Partial reimbursement,380.59,,,,,,,,,Weather delay,,1,V25
72189,M1458-M5160,TR072189,EXP072189,,Partial reimbursement,448.88,,,,,,,,,,,3,V20
72190,M1458-M5160,TR072190,EXP072190,,Standard travel reimbursement,131.84,,,,,,,,,,,0,V1
72191,M1458-M5160,TR072191,EXP072191,,Standard travel reimbursement,368.4,,,,,,,,,,3,2,V18
72193,M1458-M5163,TR072193,EXP072193,,Standard travel reimbursement,137.36,,,,,,,,,,,2,V1
72194,M1458-M5165,TR072194,EXP072194,,Policy exception approved,213.73,,,,New hotel chosen,Quality issue,Updated Volkswagen Golf diesel,63.16,Safety concern,,3,2,V19
72195,M1458-M5166,TR072195,EXP072195,,Partial reimbursement,399.15,,,,New hotel chosen,Rate change,,,,,,1,V14
72196,M1458-M5167,TR072196,EXP072196,,Policy exception approved,240.97,Operational issue,,,,,,,,,,1,V12
72198,M1458-M5168,TR072198,EXP072198,,Standard travel reimbursement,321.12,,,,,,,,,,,3,V1
72199,M1458-M5168,TR072199,EXP072199,,Partial reimbursement,424.1,,,,,,,,,,,3,V1
72200,M1458-M5169,TR072200,EXP072200,,Partial reimbursement,248.7,,,,,,,,,,,1,V3
72201,M1458-M5170,TR072201,EXP072201,Missing receipt,Standard travel reimbursement,562.62,,,,,,,,,Airport congestion,,4,V1
72203,M1458-M5177,TR072203,EXP072203,,Partial reimbursement,247.79,,,,,,,,,Mechanical issue,,1,V14
72204,M1458-M5178,TR072204,EXP072204,,Policy exception approved,501.17,,,,,,Updated Economy Flight,-164.96,Safety concern,Weather delay,,2,V1
72206,M1458-M5182,TR072206,EXP072206,,Policy exception approved,364.14,,,,,,,,,,,0,V1
72207,M1458-M5183,TR072207,EXP072207,,Standard travel reimbursement,283.39,,Rebooked flight,Cheaper fare,,,Updated Business Class Flight,107.21,Cost optimization,,,0,V15
72208,M1458-M5186,TR072208,EXP072208,,Standard travel reimbursement,202.94,,,,,,,,,,,4,V20
72209,M1458-M5188,TR072209,EXP072209,,Standard travel reimbursement,156.82,,,,,,,,,,,1,V1
72210,M1458-M5188,TR072210,EXP072210,,Standard travel reimbursement,393.57,,Rebooked rental,Schedule conflict,,,,,,Traffic congestion,,2,V29
72211,M1458-M5188,TR072211,EXP072211,,Policy exception approved,305.86,,,,,,,,,Weather delay,,3,V11
72212,M1458-M5190,TR072212,EXP072212,,Partial reimbursement,407.45,Personal emergency,,,,,,,,,,1,V1
72213,M1458-M5193,TR072213,EXP072213,,Policy exception approved,185.05,,Rebooked rental,Schedule conflict,,,Updated Volkswagen Golf petrol,194.03,Time constraints,,,0,V15
72216,M1458-M5199,TR072216,EXP072216,,Partial reimbursement,240.67,,Rebooked flight,Cheaper fare,,,,,,,,3,V23
72217,M1458-M5202,TR072217,EXP072217,,Partial reimbursement,354.85,,,,,,,,,,,1,V1
72218,M1458-M5202,TR072218,EXP072218,,Standard travel reimbursement,331.7,,,,,,,,,,,2,V1
72219,M1458-M5203,TR072219,EXP072219,Out of policy,Partial reimbursement,291.3,,,,,,,,,,,0,V1
72220,M1458-M5214,TR072220,EXP072220,,Standard travel reimbursement,268.72,,,,,,,,,,,1,V1
72221,M1458-M5215,TR072221,EXP072221,,Policy exception approved,426.7,Personal emergency,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,,,2,V24
72222,M1458-M5222,TR072222,EXP072222,,Policy exception approved,388.36,,,,,,,,,,,1,V1
72224,M1458-M5224,TR072224,EXP072224,,Partial reimbursement,481.51,,,,,,Updated Economy Flight,-10.53,Safety concern,,,2,V1
72225,M1458-M5224,TR072225,EXP072225,,Policy exception approved,462.79,Vehicle issue,,,,,Updated BMW 3 diesel,8.01,Cost optimization,,,4,V12
72227,M1458-M5229,TR072227,EXP072227,,Standard travel reimbursement,127.54,,,,,,,,,,,3,V1
72228,M1458-M5229,TR072228,EXP072228,,Standard travel reimbursement,474.31,,Rebooked flight,Route change,New hotel chosen,Location preference,,,,,,3,V9
72230,M1458-M5230,TR072230,EXP072230,,Partial reimbursement,556.24,,,,,,,,,Security screening,,0,V1
72232,M1458-M5233,TR072232,EXP072232,,Standard travel reimbursement,155.66,,,,,,,,,,,2,V1
72233,M1458-M5234,TR072233,EXP072233,,Policy exception approved,264.95,,,,,,,,,Vehicle breakdown,,0,V28
72234,M1458-M5235,TR072234,EXP072234,,Standard travel reimbursement,260.4,,,,,,,,,,,0,V1
72235,M1458-M5237,TR072235,EXP072235,,Policy exception approved,351.08,,,,,,,,,,3,2,V17
72236,M1458-M5237,TR072236,EXP072236,,Partial reimbursement,325.07,,,,,,,,,,,1,V1
72240,M1458-M5241,TR072240,EXP072240,Out of policy,Standard travel reimbursement,400.84,,,,,,,,,,,4,V1
72243,M1458-M5245,TR072243,EXP072243,,Partial reimbursement,389.9,,Rebooked rental,Schedule conflict,Alternative hotel selected,Location preference,,,,,,0,V24
72244,M1458-M5246,TR072244,EXP072244,Missing receipt,Standard travel reimbursement,395.18,,,,,,,,,,,0,V16
72245,M1458-M5248,TR072245,EXP072245,,Partial reimbursement,461.49,,,,,,,,,,,4,V1
72246,M1458-M5248,TR072246,EXP072246,,Partial reimbursement,272.27,Rental availability change,,,,,,,,,,0,V8
72247,M1458-M5248,TR072247,EXP072247,,Standard travel reimbursement,304.82,,,,,,,,,,,2,V1
72248,M1458-M5253,TR072248,EXP072248,,Standard travel reimbursement,420.63,,,,New hotel chosen,Quality issue,Updated Business Class Flight,47.87,Time constraints,,,3,V1
72249,M1458-M5253,TR072249,EXP072249,,Standard travel reimbursement,132.8,,,,,,,,,,,3,V1
72250,M1458-M5257,TR072250,EXP072250,,Standard travel reimbursement,214.15,,,,,,,,,Security screening,,0,V1
72251,M1458-M5259,TR072251,EXP072251,,Policy exception approved,258.18,,,,,,,,,,,3,V1
72252,M1458-M5259,TR072252,EXP072252,Out of policy,Standard travel reimbursement,496.8,,,,,,,,,,,2,V1
72253,M1458-M5262,TR072253,EXP072253,,Partial reimbursement,400.5,,,,,,,,,,,1,V20
72254,M1458-M5269,TR072254,EXP072254,Personal expense,Policy exception approved,577.04,,,,,,,,,,,1,V1
72256,M1458-M5270,TR072256,EXP072256,,Policy exception approved,394.38,,,,,,,,,,,2,V20
72257,M1458-M5273,TR072257,EXP072257,Personal expense,Policy exception approved,387.82,,,,,,Updated BMW 3 diesel,28.24,Safety concern,,,1,V1
72258,M1458-M5273,TR072258,EXP072258,,Standard travel reimbursement,172.78,,,,,,,,,Airport congestion,,1,V1
72259,M1458-M5276,TR072259,EXP072259,,Standard travel reimbursement,278.34,,Rebooked flight,Route change,Alternative hotel selected,Quality issue,,,,,,3,V24
72260,M1458-M5277,TR072260,EXP072260,Personal expense,Standard travel reimbursement,158.75,,,,New hotel chosen,Hotel overbooked,,,,,,3,V1
72263,M1458-M5281,TR072263,EXP072263,Missing receipt,Partial reimbursement,482.02,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,298.79,Safety concern,,,2,V15
72265,M1458-M5287,TR072265,EXP072265,,Standard travel reimbursement,356.83,,,,,,Updated Economy Flight,222.17,Safety concern,,,1,V25
72266,M1458-M5288,TR072266,EXP072266,Duplicate claim,Standard travel reimbursement,280.36,,,,,,,,,,,4,V31
72267,M1458-M5292,TR072267,EXP072267,Personal expense,Standard travel reimbursement,436.31,,,,,,,,,,,2,V26
72268,M1458-M5293,TR072268,EXP072268,,Standard travel reimbursement,422.18,,,,,,,,,,,2,V1
72269,M1458-M5295,TR072269,EXP072269,,Standard travel reimbursement,295.89,,,,,,,,,,,2,V1
72270,M1458-M5298,TR072270,EXP072270,,Partial reimbursement,198.67,,,,,,,,,,1,2,V18
72271,M1458-M5302,TR072271,EXP072271,,Standard travel reimbursement,396.28,,,,,,,,,Airport congestion,3,2,V17
72272,M1458-M5302,TR072272,EXP072272,Late submission,Policy exception approved,551.9,,,,,,,,,,,3,V22
72273,M1458-M5305,TR072273,EXP072273,,Standard travel reimbursement,190.95,,,,,,,,,,,2,V3
72274,M1458-M5306,TR072274,EXP072274,,Standard travel reimbursement,522.55,,Rebooked flight,Route change,,,Updated Business Class Flight,170.93,Safety concern,,,4,V15
72275,M1458-M5306,TR072275,EXP072275,,Partial reimbursement,424.97,Personal emergency,,,,,,,,,,4,V12
72276,M1458-M5307,TR072276,EXP072276,,Partial reimbursement,138.45,,,,New hotel chosen,Quality issue,,,,,2,2,V17
72277,M1458-M5310,TR072277,EXP072277,,Partial reimbursement,495.96,,,,,,,,,,,0,V1
72278,M1458-M5310,TR072278,EXP072278,,Partial reimbursement,454.5,,,,,,,,,,,3,V1
72279,M1458-M5310,TR072279,EXP072279,,Partial reimbursement,230.17,,,,,,Updated Economy Flight,-32.7,Safety concern,,,3,V1
72280,M1458-M5316,TR072280,EXP072280,,Standard travel reimbursement,324.62,,,,,,,,,,,0,V1
72281,M1458-M5316,TR072281,EXP072281,,Policy exception approved,378.18,,Rebooked rental,Cheaper fare,Alternative hotel selected,Quality issue,,,,,,4,V24
72282,M1458-M5316,TR072282,EXP072282,,Standard travel reimbursement,384.24,,,,,,,,,,4,4,V19
72283,M1458-M5316,TR072283,EXP072283,,Partial reimbursement,271.86,,,,,,,,,,,1,V1
72284,M1458-M5319,TR072284,EXP072284,,Partial reimbursement,152.33,,,,,,,,,,4,2,V18
72285,M1458-M5319,TR072285,EXP072285,,Standard travel reimbursement,178.24,,,,,,,,,,,4,V1
72287,M1458-M5331,TR072287,EXP072287,,Policy exception approved,142.5,,,,,,,,,,,0,V16
72288,M1458-M5335,TR072288,EXP072288,,Partial reimbursement,411.71,,Rebooked flight,Schedule conflict,,,Updated Economy Flight,129.97,Safety concern,,,1,V27
72289,M1458-M5336,TR072289,EXP072289,,Standard travel reimbursement,522.57,,,,,,,,,,,4,V1
72290,M1458-M5336,TR072290,EXP072290,,Policy exception approved,408.23,,,,,,,,,,,4,V1
72291,M1458-M5336,TR072291,EXP072291,,Partial reimbursement,454.66,,Rebooked rental,Schedule conflict,,,Updated BMW 3 diesel,82.27,Safety concern,,,2,V15
72293,M1458-M5338,TR072293,EXP072293,,Standard travel reimbursement,461.67,,,,,,,,,,,1,V25
72296,M1458-M5342,TR072296,EXP072296,,Partial reimbursement,264.74,,,,,,,,,,,1,V25
72297,M1458-M5343,TR072297,EXP072297,,Policy exception approved,407.47,,,,,,,,,,,2,V13
72298,M1458-M5344,TR072298,EXP072298,,Partial reimbursement,202.83,,,,,,,,,,,1,V1
72299,M1458-M5350,TR072299,EXP072299,,Policy exception approved,438.64,,Rebooked flight,Route change,Alternative hotel selected,Quality issue,,,,,,4,V24
72301,M1458-M5355,TR072301,EXP072301,Out of policy,Policy exception approved,296.88,,Rebooked rental,Better schedule,Alternative hotel selected,Availability,,,,,,2,V7
72302,M1458-M5356,TR072302,EXP072302,Missing receipt,Standard travel reimbursement,472.16,Weather disruption,Rebooked flight,Cheaper fare,,,,,,,,4,V13
72303,M1458-M5358,TR072303,EXP072303,,Partial reimbursement,237.87,,,,,,,,,Airport congestion,,1,V11
72304,M1458-M5360,TR072304,EXP072304,,Partial reimbursement,428,,,,,,,,,Weather delay,,1,V1
72305,M1458-M5364,TR072305,EXP072305,,Standard travel reimbursement,252.64,,Rebooked rental,Schedule conflict,New hotel chosen,Location preference,Updated Fiat 500 electric,193.51,Client preference,,,0,V15
72306,M1458-M5365,TR072306,EXP072306,,Partial reimbursement,398.06,,,,,,,,,,,4,V1
72307,M1458-M5366,TR072307,EXP072307,,Policy exception approved,429.56,,,,,,,,,,,0,V1
72309,M1458-M5369,TR072309,EXP072309,,Standard travel reimbursement,400.23,Personal emergency,Rebooked flight,Route change,,,,,,,,1,V1
72310,M1458-M5372,TR072310,EXP072310,Late submission,Policy exception approved,273.66,,,,,,,,,Mechanical issue,,2,V16
72312,M1458-M5372,TR072312,EXP072312,,Partial reimbursement,498.16,,,,,,,,,,,1,V1
72313,M1458-M5374,TR072313,EXP072313,,Standard travel reimbursement,238.37,,,,,,,,,,,4,V26
72317,M1458-M5378,TR072317,EXP072317,Missing receipt,Policy exception approved,526.12,,,,,,,,,,,3,V1
72318,M1458-M5380,TR072318,EXP072318,,Standard travel reimbursement,236.52,Operational issue,,,,,,,,,,4,V1
72319,M1458-M5382,TR072319,EXP072319,,Standard travel reimbursement,398.51,,,,,,,,,,,0,V1
72320,M1458-M5384,TR072320,EXP072320,,Partial reimbursement,435.33,,,,,,,,,,,1,V16
72321,M1458-M5387,TR072321,EXP072321,,Partial reimbursement,449.43,Personal emergency,,,,,,,,,,3,V12
72323,M1458-M5390,TR072323,EXP072323,,Partial reimbursement,175.26,,,,,,,,,,,3,V1
72324,M1458-M5391,TR072324,EXP072324,,Standard travel reimbursement,149.14,,Rebooked rental,Route change,,,Updated Fiat 500 electric,93.16,Client preference,,,0,V15
72325,M1458-M5392,TR072325,EXP072325,,Policy exception approved,440.11,,,,,,,,,,,2,V1
72326,M1458-M5393,TR072326,EXP072326,,Policy exception approved,371.54,Personal emergency,,,,,,,,,4,2,V19
72329,M1458-M5396,TR072329,EXP072329,Out of policy,Partial reimbursement,361.39,,,,,,,,,,,2,V22
72330,M1458-M5398,TR072330,EXP072330,,Partial reimbursement,507.72,,,,,,,,,,,3,V1
72332,M1458-M5400,TR072332,EXP072332,,Partial reimbursement,427.96,,,,,,,,,,,3,V1
72333,M1458-M5400,TR072333,,,,,,,,,,,,,,3,2,V18
72334,M1458-M5400,TR072334,EXP072334,,Partial reimbursement,310.22,,,,,,Updated Volkswagen Golf diesel,-111.22,Time constraints,,,3,V14
72335,M1458-M5402,TR072335,EXP072335,,Partial reimbursement,397.96,,,,New hotel chosen,Rate change,,,,,,3,V1
72336,M1458-M5402,TR072336,EXP072336,,Policy exception approved,266.25,,,,,,,,,,2,4,V17
72339,M1458-M5403,TR072339,EXP072339,,Partial reimbursement,579.4,,,,,,Updated Volkswagen Golf diesel,-54.93,Safety concern,,,0,V1
72340,M1458-M5404,TR072340,EXP072340,,Policy exception approved,409.35,,,,,,,,,,,3,V1
72341,M1458-M5411,TR072341,EXP072341,,Standard travel reimbursement,456.43,,,,,,,,,,,2,V1
72343,M1458-M5414,TR072343,EXP072343,Out of policy,Policy exception approved,570.1,,Rebooked flight,Schedule conflict,,,,,,Security screening,,0,V29
72347,M1458-M5418,TR072347,EXP072347,,Policy exception approved,449.16,,,,,,,,,,,3,V1
72348,M1458-M5418,TR072348,EXP072348,,Policy exception approved,278.61,,,,,,,,,,,2,V1
72349,M1458-M5419,TR072349,EXP072349,Personal expense,Standard travel reimbursement,506.58,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,-280.26,Client preference,,,0,V23
72351,M1458-M5421,TR072351,EXP072351,Out of policy,Standard travel reimbursement,414.06,,,,,,,,,,,2,V26
72352,M1458-M5422,TR072352,EXP072352,,Policy exception approved,281.37,,Rebooked rental,Cheaper fare,,,Updated Volkswagen Golf petrol,78.45,Time constraints,,,2,V15
72353,M1458-M5423,TR072353,EXP072353,,Partial reimbursement,361.04,,,,,,,,,,,4,V25
72354,M1458-M5429,TR072354,EXP072354,,Policy exception approved,318.07,,,,,,,,,,,4,V1
72355,M1458-M5433,TR072355,EXP072355,,Partial reimbursement,215.35,,,,,,,,,,,1,V1
